Body
Date,Weight,BMI,Fat
"01-08-2020","71","21.2","0"
"02-08-2020","71","21.2","0"
"03-08-2020","71","21.2","0"
"04-08-2020","71","21.2","0"
"05-08-2020","71","21.2","0"
"06-08-2020","71","21.2","0"
"07-08-2020","71","21.2","0"
"08-08-2020","71","21.2","0"
"09-08-2020","71","21.2","0"
"10-08-2020","71","21.2","0"
"11-08-2020","71","21.2","0"
"12-08-2020","71","21.2","0"
"13-08-2020","71","21.2","0"
"14-08-2020","71","21.2","0"
"15-08-2020","71","21.2","0"
"16-08-2020","71","21.2","0"
"17-08-2020","71","21.2","0"
"18-08-2020","71","21.2","0"
"19-08-2020","71","21.2","0"
"20-08-2020","71","21.2","0"
"21-08-2020","71","21.2","0"
"22-08-2020","71","21.2","0"

Foods
Date,Calories In
"01-08-2020","0"
"02-08-2020","0"
"03-08-2020","0"
"04-08-2020","0"
"05-08-2020","0"
"06-08-2020","0"
"07-08-2020","0"
"08-08-2020","0"
"09-08-2020","0"
"10-08-2020","0"
"11-08-2020","0"
"12-08-2020","0"
"13-08-2020","0"
"14-08-2020","0"
"15-08-2020","0"
"16-08-2020","0"
"17-08-2020","0"
"18-08-2020","0"
"19-08-2020","0"
"20-08-2020","0"
"21-08-2020","0"
"22-08-2020","0"

Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-08-2020","3,105","17,225","13.07","45","1,115","192","52","81","1,719"
"02-08-2020","3,389","15,713","11.93","37","1,047","277","39","77","2,036"
"03-08-2020","2,835","9,455","7.18","43","1,143","236","37","24","1,412"
"04-08-2020","2,774","9,997","7.54","31","1,125","293","19","3","1,336"
"05-08-2020","3,021","13,447","10.21","19","494","221","66","35","1,611"
"06-08-2020","3,346","17,641","13.37","36","501","293","63","43","2,044"
"07-08-2020","3,160","14,936","11.32","56","655","305","49","34","1,801"
"08-08-2020","2,834","12,760","9.65","37","661","240","24","29","1,402"
"09-08-2020","3,066","11,675","8.85","49","406","253","46","36","1,638"
"10-08-2020","2,795","8,960","6.8","9","1,162","228","11","39","1,314"
"11-08-2020","2,897","11,800","8.94","19","676","235","38","36","1,485"
"12-08-2020","2,450","7,256","5.51","3","779","156","24","15","894"
"13-08-2020","2,773","10,768","8.17","17","639","129","39","55","1,205"
"14-08-2020","2,708","9,595","7.28","9","801","203","21","39","1,184"
"15-08-2020","3,333","10,169","7.71","34","605","450","15","2","1,993"
"16-08-2020","2,482","6,761","5.13","12","708","233","0","0","954"
"17-08-2020","2,444","6,035","4.58","6","672","166","19","8","866"
"18-08-2020","2,381","5,702","4.33","9","802","159","10","5","774"
"19-08-2020","2,262","5,783","4.39","4","871","75","8","41","655"
"20-08-2020","2,406","5,339","4.05","3","720","147","24","20","834"
"21-08-2020","2,444","6,783","5.15","3","884","128","21","28","830"
"22-08-2020","898","403","0.31","0","156","23","0","0","76"

Sleep
Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
"22-08-2020 12:30 am","22-08-2020 9:16 am","457","69","35","526","75","319","63"
"21-08-2020 1:37 am","21-08-2020 7:56 am","310","69","23","379","40","211","59"
"19-08-2020 3:55 pm","20-08-2020 12:44 am","442","87","45","529","81","315","46"
"19-08-2020 12:46 am","19-08-2020 8:11 am","379","66","39","445","96","199","84"
"18-08-2020 1:22 am","18-08-2020 9:06 am","401","63","34","464","77","226","98"
"16-08-2020 10:39 pm","17-08-2020 8:14 am","467","108","42","575","61","322","84"
"16-08-2020 2:11 am","16-08-2020 10:30 am","444","55","37","499","74","285","85"
"15-08-2020 2:55 am","15-08-2020 9:03 am","329","39","24","368","61","210","58"
"14-08-2020 1:19 am","14-08-2020 7:35 am","303","73","25","376","21","201","81"
"12-08-2020 10:32 pm","13-08-2020 8:10 am","458","120","42","578","23","374","61"
"12-08-2020 12:28 am","12-08-2020 8:15 am","394","72","43","466","32","289","73"
"11-08-2020 1:31 am","11-08-2020 9:06 am","398","57","43","455","57","263","78"
"08-08-2020 10:50 pm","09-08-2020 10:29 am","596","103","65","699","100","437","59"
"07-08-2020 11:47 pm","08-08-2020 7:54 am","429","57","43","486","81","259","89"
"07-08-2020 1:12 am","07-08-2020 7:49 am","338","59","39","397","60","185","93"
"06-08-2020 12:07 am","06-08-2020 9:07 am","444","96","46","540","26","340","78"
"04-08-2020 11:51 pm","05-08-2020 10:15 am","519","105","51","624","108","293","118"

Food Log 20200801
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200802
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200803
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200804
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200805
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200806
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200807
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200808
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200809
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200810
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200811
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200812
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200813
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200814
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200815
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200816
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200817
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200818
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200819
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200820
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200821
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200822
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

