Body
Date,Weight,BMI,Fat
"01-03-2020","71","21.2","0"
"02-03-2020","71","21.2","0"
"03-03-2020","71","21.2","0"
"04-03-2020","71","21.2","0"
"05-03-2020","71","21.2","0"
"06-03-2020","71","21.2","0"
"07-03-2020","71","21.2","0"
"08-03-2020","71","21.2","0"
"09-03-2020","71","21.2","0"
"10-03-2020","71","21.2","0"
"11-03-2020","71","21.2","0"
"12-03-2020","71","21.2","0"
"13-03-2020","71","21.2","0"
"14-03-2020","71","21.2","0"
"15-03-2020","71","21.2","0"
"16-03-2020","71","21.2","0"
"17-03-2020","71","21.2","0"
"18-03-2020","71","21.2","0"
"19-03-2020","71","21.2","0"
"20-03-2020","71","21.2","0"
"21-03-2020","71","21.2","0"
"22-03-2020","71","21.2","0"
"23-03-2020","71","21.2","0"
"24-03-2020","71","21.2","0"
"25-03-2020","71","21.2","0"
"26-03-2020","71","21.2","0"
"27-03-2020","71","21.2","0"
"28-03-2020","71","21.2","0"
"29-03-2020","71","21.2","0"
"30-03-2020","71","21.2","0"
"31-03-2020","71","21.2","0"

Foods
Date,Calories In
"01-03-2020","0"
"02-03-2020","0"
"03-03-2020","0"
"04-03-2020","0"
"05-03-2020","0"
"06-03-2020","0"
"07-03-2020","0"
"08-03-2020","0"
"09-03-2020","0"
"10-03-2020","0"
"11-03-2020","0"
"12-03-2020","0"
"13-03-2020","0"
"14-03-2020","0"
"15-03-2020","0"
"16-03-2020","0"
"17-03-2020","0"
"18-03-2020","0"
"19-03-2020","0"
"20-03-2020","0"
"21-03-2020","0"
"22-03-2020","0"
"23-03-2020","0"
"24-03-2020","0"
"25-03-2020","0"
"26-03-2020","0"
"27-03-2020","0"
"28-03-2020","0"
"29-03-2020","0"
"30-03-2020","0"
"31-03-2020","0"

Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-03-2020","2,742","9,082","6.89","9","705","180","20","34","1,158"
"02-03-2020","3,886","22,598","17.12","34","565","166","87","145","2,574"
"03-03-2020","2,369","5,115","3.87","8","741","135","4","18","756"
"04-03-2020","2,707","9,942","7.55","16","748","205","35","32","1,255"
"05-03-2020","2,477","6,694","5.1","13","590","190","32","9","983"
"06-03-2020","1,713","8","0.01","0","1,124","1","0","0","3"
"07-03-2020","2,238","4,454","3.38","8","587","141","7","9","659"
"08-03-2020","3,567","16,698","12.79","40","623","195","23","115","2,146"
"09-03-2020","2,817","10,717","8.13","29","711","196","60","38","1,389"
"10-03-2020","3,138","15,004","12.64","34","653","166","56","72","1,658"
"11-03-2020","3,182","11,575","8.79","42","668","200","54","79","1,795"
"12-03-2020","2,806","8,818","6.67","15","652","215","41","35","1,346"
"13-03-2020","2,397","6,917","5.25","1","787","121","16","31","805"
"14-03-2020","2,366","5,801","4.37","10","621","174","11","9","759"
"15-03-2020","2,413","5,689","4.32","7","669","165","17","14","863"
"16-03-2020","2,867","11,929","9.05","24","706","235","47","32","1,461"
"17-03-2020","2,398","5,419","4.11","5","738","136","20","20","802"
"18-03-2020","2,354","4,789","3.63","6","739","169","6","4","782"
"19-03-2020","2,387","5,654","4.29","2","755","162","15","10","828"
"20-03-2020","2,355","5,224","4.03","8","744","132","9","21","726"
"21-03-2020","2,358","4,099","3.11","11","649","226","0","0","804"
"22-03-2020","2,350","4,217","3.2","7","774","188","9","0","773"
"23-03-2020","2,292","3,341","2.53","0","782","149","9","8","676"
"24-03-2020","2,318","3,802","2.89","5","771","177","9","1","734"
"25-03-2020","2,307","3,829","2.85","1","753","120","18","12","637"
"26-03-2020","2,548","7,869","5.94","10","712","204","16","22","1,047"
"27-03-2020","2,169","2,482","1.88","3","836","139","0","0","499"
"28-03-2020","2,278","3,858","2.93","11","727","170","14","0","687"
"29-03-2020","2,461","3,876","2.94","4","673","135","15","30","854"
"30-03-2020","2,348","4,204","3.18","1","772","166","19","3","733"
"31-03-2020","2,410","4,900","3.72","7","745","209","13","0","872"

Sleep
Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
"30-03-2020 11:53 pm","31-03-2020 7:46 am","412","61","39","473","88","254","70"
"29-03-2020 11:44 pm","30-03-2020 7:44 am","390","90","29","480","49","259","82"
"28-03-2020 11:18 pm","29-03-2020 10:05 am","495","92","51","587","90","289","116"
"28-03-2020 1:05 am","28-03-2020 9:54 am","461","68","46","529","88","275","98"
"26-03-2020 11:14 pm","27-03-2020 7:00 am","405","60","42","465","51","278","76"
"25-03-2020 11:20 pm","26-03-2020 7:26 am","409","77","38","486","68","259","82"
"24-03-2020 10:59 pm","25-03-2020 7:56 am","449","88","50","537","45","342","62"
"23-03-2020 11:38 pm","24-03-2020 7:40 am","409","73","37","482","76","245","88"
"22-03-2020 11:21 pm","23-03-2020 7:34 am","401","91","37","492","45","296","60"
"22-03-2020 12:37 am","22-03-2020 8:26 am","376","93","37","469","27","276","73"
"21-03-2020 12:02 am","21-03-2020 9:28 am","481","84","58","565","108","255","118"
"19-03-2020 11:17 pm","20-03-2020 8:11 am","465","69","46","534","94","267","104"
"18-03-2020 11:23 pm","19-03-2020 7:41 am","426","72","45","498","39","314","73"
"17-03-2020 11:00 pm","18-03-2020 7:42 am","438","84","45","522","82","280","76"
"16-03-2020 10:57 pm","17-03-2020 7:43 am","452","74","45","526","66","296","90"
"15-03-2020 11:28 pm","16-03-2020 6:28 am","356","64","32","420","60","211","85"
"15-03-2020 12:18 am","15-03-2020 9:53 am","477","98","49","575","75","291","111"
"13-03-2020 10:19 pm","14-03-2020 8:44 am","538","87","56","625","119","342","77"
"13-03-2020 12:01 am","13-03-2020 8:07 am","413","72","41","485","45","272","96"
"11-03-2020 11:09 pm","12-03-2020 7:26 am","423","74","39","497","103","207","113"
"10-03-2020 11:26 pm","11-03-2020 6:46 am","368","71","36","439","100","179","89"
"09-03-2020 10:48 pm","10-03-2020 7:01 am","382","111","30","493","99","208","75"
"08-03-2020 11:39 pm","09-03-2020 6:54 am","351","84","26","435","64","227","60"
"08-03-2020 1:12 am","08-03-2020 9:16 am","408","76","34","484","69","257","82"
"07-03-2020 12:10 am","07-03-2020 11:46 am","563","133","46","696","102","370","91"
"05-03-2020 10:59 pm","06-03-2020 4:14 am","252","63","24","315","25","194","33"
"05-03-2020 6:58 pm","05-03-2020 8:41 pm","102","1","0","103","N/A","N/A","N/A"
"04-03-2020 11:05 pm","05-03-2020 7:42 am","437","79","36","516","77","251","109"
"04-03-2020 12:28 am","04-03-2020 7:28 am","357","63","30","420","59","218","80"
"02-03-2020 11:48 pm","03-03-2020 8:50 am","425","117","36","542","45","307","73"
"01-03-2020 11:41 pm","02-03-2020 7:38 am","389","88","26","477","72","220","97"
"01-03-2020 1:52 am","01-03-2020 10:14 am","430","71","30","501","52","278","100"

Food Log 20200301
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200302
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200303
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200304
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200305
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200306
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200307
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200308
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
