Body
Date,Weight,BMI,Fat
"01-06-2020","71","21.2","0"
"02-06-2020","71","21.2","0"
"03-06-2020","71","21.2","0"
"04-06-2020","71","21.2","0"
"05-06-2020","71","21.2","0"
"06-06-2020","71","21.2","0"
"07-06-2020","71","21.2","0"
"08-06-2020","71","21.2","0"
"09-06-2020","71","21.2","0"
"10-06-2020","71","21.2","0"
"11-06-2020","71","21.2","0"
"12-06-2020","71","21.2","0"
"13-06-2020","71","21.2","0"
"14-06-2020","71","21.2","0"
"15-06-2020","71","21.2","0"
"16-06-2020","71","21.2","0"
"17-06-2020","71","21.2","0"
"18-06-2020","71","21.2","0"
"19-06-2020","71","21.2","0"
"20-06-2020","71","21.2","0"
"21-06-2020","71","21.2","0"
"22-06-2020","71","21.2","0"
"23-06-2020","71","21.2","0"
"24-06-2020","71","21.2","0"
"25-06-2020","71","21.2","0"
"26-06-2020","71","21.2","0"
"27-06-2020","71","21.2","0"
"28-06-2020","71","21.2","0"
"29-06-2020","71","21.2","0"
"30-06-2020","71","21.2","0"

Foods
Date,Calories In
"01-06-2020","0"
"02-06-2020","0"
"03-06-2020","0"
"04-06-2020","0"
"05-06-2020","0"
"06-06-2020","0"
"07-06-2020","0"
"08-06-2020","0"
"09-06-2020","0"
"10-06-2020","0"
"11-06-2020","0"
"12-06-2020","0"
"13-06-2020","0"
"14-06-2020","0"
"15-06-2020","0"
"16-06-2020","0"
"17-06-2020","0"
"18-06-2020","0"
"19-06-2020","0"
"20-06-2020","0"
"21-06-2020","0"
"22-06-2020","0"
"23-06-2020","0"
"24-06-2020","0"
"25-06-2020","0"
"26-06-2020","0"
"27-06-2020","0"
"28-06-2020","0"
"29-06-2020","0"
"30-06-2020","0"

Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-06-2020","2,283","3,072","2.33","4","833","160","12","0","672"
"02-06-2020","2,190","4,022","3.05","3","833","117","10","13","568"
"03-06-2020","1,941","1,531","1.1","0","437","81","0","0","285"
"04-06-2020","2,153","3,202","2.43","1","1,304","126","10","0","533"
"05-06-2020","2,014","1,792","1.36","0","826","120","0","0","387"
"06-06-2020","2,436","5,231","3.97","4","737","222","6","4","874"
"07-06-2020","2,717","8,113","7.23","16","716","139","20","44","1,132"
"08-06-2020","2,249","2,764","2.09","2","872","134","13","9","613"
"09-06-2020","2,165","2,797","2.11","1","801","137","0","0","505"
"10-06-2020","2,182","2,669","2.02","2","840","147","0","0","530"
"11-06-2020","2,194","2,790","2.12","7","866","140","0","0","546"
"12-06-2020","2,049","1,865","1.42","0","842","107","0","0","390"
"13-06-2020","2,577","6,314","4.79","4","662","231","10","13","1,077"
"14-06-2020","3,646","22,156","16.82","59","549","136","110","129","2,262"
"15-06-2020","2,679","8,502","6.45","7","628","287","22","12","1,276"
"16-06-2020","2,781","9,155","6.95","21","845","241","27","17","1,293"
"17-06-2020","2,771","7,877","5.98","29","569","327","7","3","1,353"
"18-06-2020","2,407","5,296","4.02","9","776","163","9","15","818"
"19-06-2020","2,522","5,682","4.31","10","751","207","13","0","932"
"20-06-2020","2,893","7,202","5.47","15","493","278","18","15","1,404"
"21-06-2020","2,383","4,148","3.15","12","724","186","5","6","790"
"22-06-2020","2,441","3,979","3.02","9","839","140","10","27","829"
"23-06-2020","2,396","4,379","3.32","12","769","151","16","8","782"
"24-06-2020","2,348","3,933","2.99","3","811","182","0","0","738"
"25-06-2020","3,007","10,730","8.14","21","699","230","30","47","1,498"
"26-06-2020","2,451","4,995","3.79","15","774","169","13","0","786"
"27-06-2020","2,976","9,588","7.28","28","671","257","36","27","1,471"
"28-06-2020","2,964","12,261","9.31","36","601","272","16","47","1,518"
"29-06-2020","2,546","6,922","4.94","38","762","153","18","19","911"
"30-06-2020","2,968","10,526","7.94","50","736","177","54","41","1,421"

Sleep
Start Time,End Time,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
"30-06-2020 1:15 am","30-06-2020 8:27 am","374","58","24","432","108","181","85"
"28-06-2020 11:32 pm","29-06-2020 7:40 am","416","72","41","488","110","197","109"
"28-06-2020 1:41 am","28-06-2020 10:05 am","413","91","41","504","53","262","98"
"27-06-2020 12:39 am","27-06-2020 8:08 am","354","95","30","449","67","191","96"
"25-06-2020 11:07 pm","26-06-2020 7:11 am","416","68","42","484","61","258","97"
"24-06-2020 11:31 pm","25-06-2020 6:45 am","379","55","31","434","66","256","57"
"23-06-2020 11:36 pm","24-06-2020 7:03 am","363","84","31","447","40","224","99"
"23-06-2020 12:06 am","23-06-2020 8:22 am","412","84","38","496","51","274","87"
"21-06-2020 11:58 pm","22-06-2020 7:02 am","361","63","32","424","96","170","95"
"20-06-2020 11:56 pm","21-06-2020 8:35 am","436","83","45","519","91","254","91"
"19-06-2020 11:19 pm","20-06-2020 9:55 am","513","123","54","636","51","326","136"
"18-06-2020 11:57 pm","19-06-2020 7:46 am","410","59","37","469","63","279","68"
"18-06-2020 12:33 am","18-06-2020 8:30 am","414","63","40","477","31","300","83"
"16-06-2020 9:10 pm","17-06-2020 6:05 am","429","105","36","534","71","248","110"
"15-06-2020 10:51 pm","16-06-2020 4:01 am","251","59","24","310","18","169","64"
"15-06-2020 12:02 am","15-06-2020 8:13 am","425","66","41","491","56","293","76"
"14-06-2020 12:21 am","14-06-2020 8:57 am","435","81","47","516","77","250","108"
"13-06-2020 12:34 am","13-06-2020 9:19 am","455","69","45","524","67","256","132"
"11-06-2020 11:30 pm","12-06-2020 7:41 am","431","60","40","491","80","234","117"
"11-06-2020 12:44 am","11-06-2020 7:59 am","369","65","40","434","41","240","88"
"10-06-2020 12:24 am","10-06-2020 7:58 am","379","74","35","453","35","259","85"
"08-06-2020 11:37 pm","09-06-2020 8:00 am","415","87","39","502","47","282","86"
"07-06-2020 11:57 pm","08-06-2020 6:49 am","320","92","30","412","66","183","71"
"07-06-2020 1:35 am","07-06-2020 10:16 am","422","99","37","521","67","269","86"
"06-06-2020 12:49 am","06-06-2020 8:40 am","404","67","39","471","66","232","106"
"04-06-2020 11:43 pm","05-06-2020 7:57 am","410","84","41","494","36","288","86"
"03-06-2020 12:33 pm","03-06-2020 8:20 pm","390","77","43","467","72","229","89"
"03-06-2020 12:11 am","03-06-2020 7:46 am","375","80","40","455","46","237","92"
"02-06-2020 12:14 am","02-06-2020 8:01 am","398","69","37","467","45","247","106"
"31-05-2020 11:49 pm","01-06-2020 7:05 am","381","54","39","435","67","216","98"

Food Log 20200601
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200602
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200603
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200604
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200605
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200606
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200607
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200608
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200609
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200610
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200611
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200612
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200613
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200614
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200615
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200616
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200617
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200618
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200619
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200620
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200621
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200622
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

Food Log 20200623
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
