order.confirmation_number,processor_code,payment_processor_validate_ref_id,processor_validate_date,authorization_status,card_type,card_number_suffix,card_expiration_month,card_expiration_year,transaction_type,transaction_date,payment_processor_sale_ref_id,payment_processor_sale_date,payment_amount,payment_processor_refund_ref_id,payment_processor_refund_date,payment_processor_authorization_ref_id,payment_processor_authorization_date,authorization_amount,payment_processor_capture_ref_id,payment_processor_capture_date
Y9YQW45XU,COMP,,2019-07-30 20:21:56.0,complimentary,,,,,complimentary,2019-07-30 20:53:00.0,,,,,,,,,,
